id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,accessory_maxbedrooms_units,accessory_maxpercent_units,accessory_maxsqft_units,accessory_minlotacres_units,accessory_minparking_units,affordable_maxbedrooms_units,affordable_maxunitsperacre_units,affordable_maxunitsperbldg_units,affordable_minlotacres_units,affordable_minparking_1br_units,affordable_minparking_2br_units,affordable_minunitsqft_units,family1_floorarearatio_units,family1_frontsetbackft_units,family1_maxheightft_units,family1_maxlotcoverage_building_units,family1_maxlotcoverage_buildingimpervious_units,family1_maxstories_units,family1_minlotacres_units,family1_minparking_units,family1_minunitsqft_units,family1_rearsetbackft_units,family1_sidesetbackft_units,family2_floorarearatio_units,family2_frontsetbackft_units,family2_maxheightft_units,family2_maxlotcoverage_building_units,family2_maxlotcoverage_buildingimpervious_units,family2_maxstories_units,family2_maxunitsperacre_units,family2_minlotacres_units,family2_minparking_1br_units,family2_minparking_2br_units,family2_minunitsqft_units,family2_rearsetbackft_units,family2_sidesetbackft_units,family3_floorarearatio_units,family3_frontsetbackft_units,family3_maxbedrooms_units,family3_maxheightft_units,family3_maxlotcoverage_building_units,family3_maxlotcoverage_buildingimpervious_units,family3_maxstories_units,family3_maxunitsperacre_units,family3_minlotacres_units,family3_minparking_1br_units,family3_minparking_2br_units,family3_minunitsqft_units,family3_rearsetbackft_units,family3_sidesetbackft_units,family4_floorarearatio_units,family4_frontsetbackft_units,family4_maxbedrooms_units,family4_maxheightft_units,family4_maxlotcoverage_building_units,family4_maxlotcoverage_buildingimpervious_units,family4_maxstories_units,family4_maxunitsperacre_units,family4_maxunitsperbldg_units,family4_minlotacres_units,family4_minparking_1br_units,family4_minparking_2br_units,family4_minunitsqft_units,family4_rearsetbackft_units,family4_sidesetbackft_units,plannedresidential_maxunits_units,plannedresidential_maxunitsperacre_units,plannedresidential_minlotacres_units,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,govtype,haszoning,zoningcodepages,county,county_id,state
25581,2023-06-15,2023-07-05,NA,,C-1,Neighborhood Business,TRUE,FALSE,FALSE,3024,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,St. Clair,municipal,TRUE,146,Franklin County,4160,MO
25539,2023-06-15,2023-07-05,NA,,C-1,General Commercial,FALSE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
30993,2023-07-05,2023-07-05,NA,,G,Green Space,TRUE,TRUE,NA,3020,On map but not in editor. ,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-05,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25533,2023-06-15,2023-07-05,NA,,A-1,General Agricultural,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25540,2023-06-15,2023-07-05,NA,,C-2,Planned Shopping Center,FALSE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25545,2023-06-15,2023-07-05,NA,,HF,Highway Frontages Overlay,FALSE,FALSE,TRUE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25543,2023-06-15,2023-07-05,NA,,I-2,Heavy Industrial District,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25534,2023-06-15,2023-07-05,NA,,R-1a,Single-Family Residential,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25537,2023-06-15,2023-07-05,NA,,R-2,Two-Family Residential,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25538,2023-06-15,2023-07-05,NA,,R-3,Multi-Family Residential,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
31014,2023-07-05,2023-07-05,NA,,C,Commercial,TRUE,TRUE,NA,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-07-05,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25535,2023-06-15,2023-07-05,NA,,R-1b,Single-Family Residential,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25536,2023-06-15,2023-07-05,NA,,R-1c,Single-Family Residential,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25541,2023-06-15,2023-07-05,NA,,C-3,Central Business,FALSE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25542,2023-06-15,2023-07-05,NA,,I-1,Light Industrial,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25544,2023-06-15,2023-07-05,NA,,M,Mobile Home District,TRUE,FALSE,FALSE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25546,2023-06-15,2023-07-05,NA,,HP,Historic Preservation Overlay,FALSE,FALSE,TRUE,3020,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """", ""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-15,0,,New Haven,municipal,TRUE,137,Franklin County,4160,MO
25525,2023-06-15,2023-06-16,NA,,C-2,Central Business,NA,NA,FALSE,3021,,inprogress,NA,NA,,,,,,,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""16_27"": """", ""16_28"": """", ""16_29"": """"}",2023-06-15,0,,Oak Grove Village,municipal,TRUE,186,Franklin County,4160,MO
